Lat,Lng,"TOTAL LOSS","PERCENTAGE LOSS",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"ACS Economics/Number of households/Total/Value","ACS Economics/Number of households/Total/Margin of error","ACS Economics/Median household income/Total/Value","ACS Economics/Median household income/Total/Margin of error","ACS Economics/Household income/Less than $10,000/Value","ACS Economics/Household income/Less than $10,000/Margin of error","ACS Economics/Household income/Less than $10,000/Percentage","ACS Economics/Household income/$10,000 to $14,999/Value","ACS Economics/Household income/$10,000 to $14,999/Margin of error","ACS Economics/Household income/$10,000 to $14,999/Percentage","ACS Economics/Household income/$15,000 to $19,999/Value","ACS Economics/Household income/$15,000 to $19,999/Margin of error","ACS Economics/Household income/$15,000 to $19,999/Percentage","ACS Economics/Household income/$20,000 to $24,999/Value","ACS Economics/Household income/$20,000 to $24,999/Margin of error","ACS Economics/Household income/$20,000 to $24,999/Percentage","ACS Economics/Household income/$25,000 to $29,999/Value","ACS Economics/Household income/$25,000 to $29,999/Margin of error","ACS Economics/Household income/$25,000 to $29,999/Percentage","ACS Economics/Household income/$30,000 to $34,999/Value","ACS Economics/Household income/$30,000 to $34,999/Margin of error","ACS Economics/Household income/$30,000 to $34,999/Percentage","ACS Economics/Household income/$35,000 to $39,999/Value","ACS Economics/Household income/$35,000 to $39,999/Margin of error","ACS Economics/Household income/$35,000 to $39,999/Percentage","ACS Economics/Household income/$40,000 to $44,999/Value","ACS Economics/Household income/$40,000 to $44,999/Margin of error","ACS Economics/Household income/$40,000 to $44,999/Percentage","ACS Economics/Household income/$45,000 to $49,999/Value","ACS Economics/Household income/$45,000 to $49,999/Margin of error","ACS Economics/Household income/$45,000 to $49,999/Percentage","ACS Economics/Household income/$50,000 to $59,999/Value","ACS Economics/Household income/$50,000 to $59,999/Margin of error","ACS Economics/Household income/$50,000 to $59,999/Percentage","ACS Economics/Household income/$60,000 to $74,999/Value","ACS Economics/Household income/$60,000 to $74,999/Margin of error","ACS Economics/Household income/$60,000 to $74,999/Percentage","ACS Economics/Household income/$75,000 to $99,999/Value","ACS Economics/Household income/$75,000 to $99,999/Margin of error","ACS Economics/Household income/$75,000 to $99,999/Percentage","ACS Economics/Household income/$100,000 to $124,999/Value","ACS Economics/Household income/$100,000 to $124,999/Margin of error","ACS Economics/Household income/$100,000 to $124,999/Percentage","ACS Economics/Household income/$125,000 to $149,999/Value","ACS Economics/Household income/$125,000 to $149,999/Margin of error","ACS Economics/Household income/$125,000 to $149,999/Percentage","ACS Economics/Household income/$150,000 to $199,999/Value","ACS Economics/Household income/$150,000 to $199,999/Margin of error","ACS Economics/Household income/$150,000 to $199,999/Percentage","ACS Economics/Household income/$200,000 or more/Value","ACS Economics/Household income/$200,000 or more/Margin of error","ACS Economics/Household income/$200,000 or more/Percentage","Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
32.8203139,-96.8251976,750,0.21,32.820399,-96.825083,1,rooftop,5108,"Maple Springs Blvd",,,Dallas,TX,"Dallas County",75235,US,Dallas,586,98,71146,19268,14,22,0.024,0,14,0,0,14,0,9,14,0.015,47,46,0.08,14,24,0.024,31,33,0.053,0,14,0,35,28,0.06,111,72,0.189,57,50,0.097,109,61,0.186,77,51,0.131,0,14,0,69,47,0.118,13,19,0.022,2021,48,48113,Dallas,4819000,000408,1003,1,481130004081003,48113000408,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8378377,-96.7642517,0,0,32.83787,-96.76416,1,rooftop,4234,"Concho St",,,Dallas,TX,"Dallas County",75206,US,Dallas,618,87,127024,35198,9,14,0.015,8,13,0.013,31,27,0.05,65,67,0.105,11,16,0.018,11,17,0.018,23,31,0.037,11,16,0.018,0,14,0,23,25,0.037,56,37,0.091,15,17,0.024,29,25,0.047,57,44,0.092,54,33,0.087,215,69,0.348,2021,48,48113,Dallas,4819000,000202,2011,2,481130002022011,48113000202,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7827686,-96.7129666,66000,94.58,32.78273,-96.712939,1,rooftop,4704,"Ashbrook Rd",,,Dallas,TX,"Dallas County",75227,US,Dallas,684,101,59167,21448,45,67,0.066,0,14,0,57,64,0.083,35,40,0.051,6,9,0.009,15,17,0.022,9,15,0.013,59,74,0.086,35,33,0.051,98,104,0.143,52,34,0.076,172,104,0.251,27,29,0.039,41,38,0.06,25,26,0.037,8,25,0.012,2021,48,48113,Dallas,4819000,012206,1015,1,481130122061015,48113012206,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7057801,-96.8057345,2500,3.91,32.705805,-96.805653,1,rooftop,3324,"Harlandale Ave",,,Dallas,TX,"Dallas County",75216,US,Dallas,446,135,31225,9784,94,69,0.211,38,42,0.085,23,25,0.052,35,43,0.078,8,13,0.018,51,57,0.114,121,96,0.271,0,14,0,8,13,0.018,0,14,0,24,26,0.054,28,39,0.063,16,25,0.036,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,005700,2027,2,481130057002027,48113005700,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7824494,-96.8525845,26000,29.21,32.782384,-96.852597,1,rooftop,1954,"McBroom St",,,Dallas,TX,"Dallas County",75212,US,Dallas,419,98,38820,7797,45,47,0.107,6,10,0.014,48,54,0.115,10,16,0.024,0,14,0,49,55,0.117,85,68,0.203,10,16,0.024,0,14,0,28,44,0.067,49,49,0.117,83,62,0.198,0,14,0,6,10,0.014,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,010101,2034,2,481130101012034,48113010101,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6976764,-96.6854906,5000,3.97,32.697665,-96.685488,1,rooftop,7817,"Doak St",,,Dallas,TX,"Dallas County",75217,US,Dallas,467,115,27443,21855,105,73,0.225,71,59,0.152,17,22,0.036,19,32,0.041,22,36,0.047,21,20,0.045,17,27,0.036,48,53,0.103,16,18,0.034,38,44,0.081,44,32,0.094,9,15,0.019,0,14,0,40,60,0.086,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,011601,2017,2,481130116012017,48113011601,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7490583,-96.8803058,400,5.71,32.748867,-96.880373,1,rooftop,510,"N Gilpin Ave",,,Dallas,TX,"Dallas County",75211,US,Dallas,514,117,36875,16158,51,45,0.099,33,40,0.064,28,47,0.054,49,48,0.095,32,36,0.062,31,39,0.06,44,49,0.086,10,17,0.019,55,55,0.107,79,60,0.154,32,34,0.062,36,37,0.07,19,20,0.037,15,16,0.029,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,006702,1008,1,481130067021008,48113006702,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9105323,-96.7222685,2000,0.01,32.910854,-96.722237,0.99,rooftop,9669,"Forest Ln",,,Dallas,TX,"Dallas County",75243,US,Dallas,1536,165,35403,8797,90,63,0.059,134,87,0.087,78,73,0.051,132,90,0.086,138,87,0.09,191,96,0.124,49,48,0.032,187,99,0.122,79,58,0.051,134,88,0.087,148,80,0.096,96,60,0.063,62,58,0.04,0,14,0,18,31,0.012,0,14,0,2021,48,48113,Dallas,4819000,019035,1001,1,481130190351001,48113019035,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8671431,-96.679475,40200,0.14,32.866833,-96.681203,0.97,rooftop,12610,"Jupiter Rd",,,Dallas,TX,"Dallas County",75238,US,Dallas,644,120,34194,9658,9,15,0.014,38,34,0.059,37,38,0.057,56,65,0.087,50,49,0.078,142,79,0.22,34,42,0.053,28,35,0.043,58,56,0.09,41,37,0.064,72,57,0.112,20,21,0.031,37,42,0.057,0,14,0,0,14,0,22,36,0.034,2021,48,48113,Dallas,4819000,013010,3001,3,481130130103001,48113013010,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8127399,-96.6977742,5000000,11.9,32.812968,-96.697234,0.99,rooftop,2611,"Lanecrest Dr",,,Dallas,TX,"Dallas County",75228,US,Dallas,1214,138,43418,14490,161,86,0.133,25,28,0.021,81,55,0.067,92,57,0.076,83,61,0.068,124,88,0.102,17,20,0.014,55,50,0.045,18,22,0.015,88,47,0.072,135,59,0.111,160,87,0.132,55,40,0.045,23,24,0.019,60,45,0.049,37,35,0.03,2021,48,48113,Dallas,4819000,012210,2005,2,481130122102005,48113012210,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9440789,-96.821325,6000,0.04,32.944362,-96.820388,0.99,rooftop,14350,"Dallas Pkwy",,,Dallas,TX,"Dallas County",75254,US,Dallas,1053,117,43781,10259,46,54,0.044,14,21,0.013,9,18,0.009,84,50,0.08,52,47,0.049,160,101,0.152,76,56,0.072,105,79,0.1,41,42,0.039,176,102,0.167,71,55,0.067,131,94,0.124,30,29,0.028,22,34,0.021,36,43,0.034,0,14,0,2021,48,48113,Dallas,4819000,013625,1001,1,481130136251001,48113013625,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8945088,-96.8918434,2600,8.6,32.894433,-96.891439,0.99,rooftop,11365,"Harry Hines Blvd",,,Dallas,TX,"Dallas County",75229,US,Dallas,790,115,46214,3973,54,48,0.068,43,36,0.054,24,35,0.03,45,43,0.057,25,29,0.032,44,48,0.056,41,39,0.052,85,62,0.108,94,53,0.119,43,50,0.054,99,64,0.125,78,67,0.099,47,50,0.059,68,71,0.086,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,009900,1027,1,481130099001027,48113009900,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8217872,-96.7600429,500,20,32.821753,-96.759997,1,rooftop,6136,"Llano Ave",,,Dallas,TX,"Dallas County",75214,US,Dallas,379,82,192679,73689,10,17,0.026,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,43,53,0.113,0,14,0,17,20,0.045,34,54,0.09,32,28,0.084,27,26,0.071,33,26,0.087,183,67,0.483,2021,48,48113,Dallas,4819000,001102,2005,2,481130011022005,48113001102,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6945136,-96.8241718,5000,0.4,32.694372,-96.824152,1,rooftop,4155,"S R L Thornton Fwy",,,Dallas,TX,"Dallas County",75224,US,Dallas,1153,153,35651,4575,160,76,0.139,64,61,0.056,98,55,0.085,24,26,0.021,113,80,0.098,99,61,0.086,90,64,0.078,94,73,0.082,119,76,0.103,56,44,0.049,53,49,0.046,147,76,0.127,25,29,0.022,0,14,0,11,16,0.01,0,14,0,2021,48,48113,Dallas,4819000,006002,2003,2,481130060022003,48113006002,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9108267,-96.7208854,2500,0.01,32.910501,-96.721043,0.99,rooftop,9737,"Forest Ln",,,Dallas,TX,"Dallas County",75243,US,Dallas,1536,165,35403,8797,90,63,0.059,134,87,0.087,78,73,0.051,132,90,0.086,138,87,0.09,191,96,0.124,49,48,0.032,187,99,0.122,79,58,0.051,134,88,0.087,148,80,0.096,96,60,0.063,62,58,0.04,0,14,0,18,31,0.012,0,14,0,2021,48,48113,Dallas,4819000,019035,1001,1,481130190351001,48113019035,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7267406,-96.8961611,1000,0.57,32.726749,-96.896161,1,rooftop,4527,"Falls Dr",,,Dallas,TX,"Dallas County",75211,US,Dallas,574,103,63370,42414,28,27,0.049,59,64,0.103,9,15,0.016,85,68,0.148,31,39,0.054,0,14,0,38,43,0.066,10,17,0.017,11,19,0.019,8,13,0.014,32,35,0.056,103,64,0.179,106,65,0.185,22,24,0.038,32,40,0.056,0,14,0,2021,48,48113,Dallas,4819000,006501,3004,3,481130065013004,48113006501,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.732299,-96.6818979,20000,14.39,32.732269,-96.681961,1,rooftop,1145,"Seaford Dr",,,Dallas,TX,"Dallas County",75217,US,Dallas,545,153,35711,10291,60,63,0.11,78,72,0.143,0,14,0,13,21,0.024,28,44,0.051,79,86,0.145,51,54,0.094,38,55,0.07,27,45,0.05,44,44,0.081,56,66,0.103,36,33,0.066,35,50,0.064,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,009202,1008,1,481130092021008,48113009202,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7092696,-96.7458239,33500,78.05,32.709265,-96.745802,1,rooftop,4520,"Luzon St",,,Dallas,TX,"Dallas County",75216,US,Dallas,331,130,20649,14828,82,74,0.248,47,58,0.142,23,26,0.069,52,70,0.157,19,23,0.057,0,14,0,0,14,0,0,14,0,0,14,0,57,71,0.172,41,39,0.124,0,14,0,0,14,0,10,16,0.03,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,020200,2017,2,481130202002017,48113020200,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7204424,-96.8032159,10000,10.42,32.720503,-96.803305,1,rooftop,2232,"S Corinth St Rd",,,Dallas,TX,"Dallas County",75203,US,Dallas,360,103,51571,21282,16,18,0.044,44,49,0.122,12,15,0.033,25,34,0.069,15,16,0.042,35,50,0.097,11,17,0.031,0,14,0,0,14,0,88,67,0.244,41,47,0.114,17,19,0.047,27,40,0.075,16,19,0.044,5,11,0.014,8,15,0.022,2021,48,48113,Dallas,4819000,005500,3038,3,481130055003038,48113005500,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8670331,-96.750822,15000,34.88,32.867135,-96.75098,1,rooftop,6723,"Eastridge Dr",,,Dallas,TX,"Dallas County",75231,US,Dallas,1037,187,32695,8745,68,79,0.066,99,79,0.095,145,115,0.14,101,93,0.097,44,38,0.042,91,84,0.088,93,79,0.09,72,49,0.069,72,87,0.069,0,14,0,126,89,0.122,89,76,0.086,0,14,0,0,14,0,37,58,0.036,0,14,0,2021,48,48113,Dallas,4819000,007832,2000,2,481130078322000,48113007832,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9143707,-96.7030393,10000,0.12,32.914829,-96.703434,0.99,rooftop,12303,"Plano Rd",,,Dallas,TX,"Dallas County",75243,US,Dallas,1044,211,32206,8296,170,129,0.163,38,45,0.036,132,100,0.126,83,63,0.08,24,38,0.023,132,126,0.126,76,92,0.073,119,110,0.114,0,14,0,0,14,0,95,88,0.091,68,62,0.065,99,63,0.095,8,25,0.008,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,019019,4000,4,481130190194000,48113019019,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8556215,-96.7544177,3500,0.01,32.855792,-96.754917,0.99,rooftop,8910,"Southwestern Blvd",,,Dallas,TX,"Dallas County",75214,US,Dallas,589,67,82250,10391,42,34,0.071,12,15,0.02,8,11,0.014,25,24,0.042,22,27,0.037,17,26,0.029,18,16,0.031,15,14,0.025,6,9,0.01,24,20,0.041,52,31,0.088,100,50,0.17,69,46,0.117,32,21,0.054,75,36,0.127,72,48,0.122,2021,48,48113,Dallas,4819000,007903,1003,1,481130079031003,48113007903,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7702982,-96.91322,100,0,32.770626,-96.912028,0.98,rooftop,2407,"Finklea St",,,Dallas,TX,"Dallas County",75212,US,Dallas,421,76,0,0,176,76,0.418,43,44,0.102,0,14,0,16,17,0.038,57,44,0.135,18,28,0.043,23,24,0.055,9,16,0.021,0,14,0,43,41,0.102,23,27,0.055,0,14,0,13,14,0.031,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,010602,1028,1,481130106021028,48113010602,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7948895,-96.7017677,3200,0.25,32.794951,-96.701819,1,rooftop,8105,"E R L Thornton Fwy",,,Dallas,TX,"Dallas County",75228,US,Dallas,928,218,42123,24855,119,130,0.128,37,45,0.04,21,39,0.023,67,102,0.072,60,92,0.065,115,117,0.124,0,14,0,53,87,0.057,56,85,0.06,68,97,0.073,110,105,0.119,79,125,0.085,62,99,0.067,0,14,0,81,71,0.087,0,14,0,2021,48,48113,Dallas,4819000,012212,2015,2,481130122122015,48113012212,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7780272,-96.7407622,10000,12.78,32.777985,-96.740816,1,rooftop,4815,"Collins Ave",,,Dallas,TX,"Dallas County",75210,US,Dallas,156,73,27857,24041,48,49,0.308,8,15,0.051,17,18,0.109,0,14,0,35,51,0.224,0,14,0,13,23,0.083,12,19,0.077,5,11,0.032,0,14,0,0,14,0,18,29,0.115,0,14,0,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,002701,1013,1,481130027031013,48113002703,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9935962,-96.7903524,36000,6.39,32.993559,-96.790336,1,rooftop,6624,"Windrock Rd",,,Dallas,TX,"Collin County",75252,US,Plano,689,66,78264,18160,11,12,0.016,23,17,0.033,11,11,0.016,47,40,0.068,38,35,0.055,63,35,0.091,6,9,0.009,17,14,0.025,31,21,0.045,39,20,0.057,53,37,0.077,55,34,0.08,53,28,0.077,65,30,0.094,64,23,0.093,113,42,0.164,2021,48,48085,Dallas,4819000,031718,2015,2,480850317182015,48085031718,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6861907,-96.8071999,10000,6.69,32.686213,-96.807191,1,rooftop,4631,"Kushla Ave",,,Dallas,TX,"Dallas County",75216,US,Dallas,268,105,24226,4474,10,15,0.037,0,14,0,84,61,0.313,53,55,0.198,32,32,0.119,11,17,0.041,10,15,0.037,12,17,0.045,0,14,0,0,14,0,46,71,0.172,0,14,0,0,14,0,0,14,0,0,14,0,10,17,0.037,2021,48,48113,Dallas,4819000,005901,2026,2,481130059012026,48113005901,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8789767,-96.8589473,140000,45.88,32.878901,-96.858917,1,rooftop,9986,"Constance St",,,Dallas,TX,"Dallas County",75220,US,Dallas,380,86,62563,7900,8,13,0.021,34,40,0.089,0,14,0,0,14,0,16,19,0.042,0,14,0,0,14,0,44,38,0.116,0,14,0,71,52,0.187,56,44,0.147,73,43,0.192,39,36,0.103,22,33,0.058,10,15,0.026,7,11,0.018,2021,48,48113,Dallas,4819000,009802,1006,1,481130098021006,48113009802,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6505772,-96.7752691,32000,20.35,32.650497,-96.775451,1,rooftop,7925,"Santa Rosa Way",,,Dallas,TX,"Dallas County",75241,US,Dallas,1112,262,26513,12046,204,162,0.183,114,100,0.103,75,92,0.067,140,136,0.126,104,117,0.094,12,20,0.011,96,95,0.086,22,34,0.02,161,174,0.145,146,135,0.131,0,14,0,26,43,0.023,0,14,0,0,14,0,12,27,0.011,0,14,0,2021,48,48113,Dallas,4819000,016710,1027,1,481130167101027,48113016710,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9098769,-96.7210073,3500,0.02,32.910501,-96.721043,0.99,rooftop,9737,"Forest Ln",,,Dallas,TX,"Dallas County",75243,US,Dallas,1536,165,35403,8797,90,63,0.059,134,87,0.087,78,73,0.051,132,90,0.086,138,87,0.09,191,96,0.124,49,48,0.032,187,99,0.122,79,58,0.051,134,88,0.087,148,80,0.096,96,60,0.063,62,58,0.04,0,14,0,18,31,0.012,0,14,0,2021,48,48113,Dallas,4819000,019035,1001,1,481130190351001,48113019035,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8869518,-96.7596456,13000,0.24,32.886501,-96.75975,0.99,rooftop,8363,"Meadow Rd",,,Dallas,TX,"Dallas County",75231,US,Dallas,176,44,54722,23644,15,13,0.085,0,14,0,0,14,0,11,17,0.063,24,25,0.136,7,12,0.04,19,19,0.108,0,14,0,4,6,0.023,16,16,0.091,35,33,0.199,13,15,0.074,10,16,0.057,13,14,0.074,9,13,0.051,0,14,0,2021,48,48113,Dallas,4819000,007823,1013,1,481130078231013,48113007823,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8790712,-96.8588216,160000,62.02,32.879052,-96.858832,1,rooftop,9990,"Constance St",,,Dallas,TX,"Dallas County",75220,US,Dallas,380,86,62563,7900,8,13,0.021,34,40,0.089,0,14,0,0,14,0,16,19,0.042,0,14,0,0,14,0,44,38,0.116,0,14,0,71,52,0.187,56,44,0.147,73,43,0.192,39,36,0.103,22,33,0.058,10,15,0.026,7,11,0.018,2021,48,48113,Dallas,4819000,009802,1006,1,481130098021006,48113009802,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6931315,-96.6424538,10000,11.39,32.693068,-96.642416,1,rooftop,10606,"Cade Rd",,,Dallas,TX,"Dallas County",75217,US,Dallas,718,145,60566,4698,0,14,0,8,12,0.011,36,33,0.05,53,50,0.074,0,14,0,26,27,0.036,10,18,0.014,14,21,0.019,49,45,0.068,151,91,0.21,172,94,0.24,104,55,0.145,57,59,0.079,11,14,0.015,0,14,0,27,42,0.038,2021,48,48113,Dallas,4819000,011604,2022,2,481130116042022,48113011604,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.851163,-96.6478712,6200,13.78,32.851135,-96.648495,0.99,rooftop,11570,"Drummond Dr",,,Dallas,TX,"Dallas County",75228,US,Dallas,1273,200,44688,7486,53,83,0.042,96,104,0.075,69,71,0.054,58,55,0.046,52,68,0.041,143,85,0.112,92,90,0.072,84,51,0.066,98,89,0.077,109,79,0.086,61,80,0.048,174,96,0.137,15,25,0.012,12,20,0.009,136,91,0.107,21,25,0.016,2021,48,48113,Dallas,4819000,012604,3000,3,481130126043000,48113012604,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6671161,-96.8316454,50,0.06,32.667087,-96.831697,1,rooftop,6625,"Meade St",,,Dallas,TX,"Dallas County",75232,US,Dallas,385,113,37330,17827,53,61,0.138,32,29,0.083,30,49,0.078,0,14,0,41,52,0.106,16,24,0.042,22,27,0.057,21,24,0.055,51,48,0.132,26,30,0.068,10,15,0.026,47,39,0.122,11,17,0.029,25,29,0.065,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,011103,2021,2,481130111032021,48113011103,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8007346,-96.7704683,100,0.08,32.800708,-96.770412,1,rooftop,1007,"N Fitzhugh Ave",,,Dallas,TX,"Dallas County",75204,US,Dallas,413,88,49821,17385,36,38,0.087,19,21,0.046,38,29,0.092,0,14,0,0,14,0,43,41,0.104,14,23,0.034,44,35,0.107,13,18,0.031,31,25,0.075,58,40,0.14,51,37,0.123,8,13,0.019,29,35,0.07,8,18,0.019,21,22,0.051,2021,48,48113,Dallas,4819000,001504,1003,1,481130015041003,48113001504,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7612232,-96.7625211,2100,4,32.761221,-96.762497,1,rooftop,3742,"Ruskin St",,,Dallas,TX,"Dallas County",75215,US,Dallas,279,105,34142,30798,9,15,0.032,14,22,0.05,15,26,0.054,21,30,0.075,0,14,0,98,85,0.351,7,12,0.025,0,14,0,0,14,0,16,24,0.057,42,68,0.151,31,25,0.111,0,14,0,19,30,0.068,0,14,0,7,11,0.025,2021,48,48113,Dallas,4819000,003700,2019,2,481130037002019,48113003700,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7447981,-96.8191107,75000,3.75,32.744533,-96.81926,0.99,rooftop,322,"E Jefferson Blvd",,,Dallas,TX,"Dallas County",75203,US,Dallas,80,35,45000,43810,0,14,0,7,11,0.088,8,13,0.1,9,15,0.113,12,13,0.15,0,14,0,4,7,0.05,0,14,0,0,14,0,10,17,0.125,0,14,0,30,28,0.375,0,14,0,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,004800,2023,2,481130048002023,48113004800,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8047684,-96.798473,40000,0.13,32.804674,-96.798463,1,rooftop,3324,"McKinney Ave",,,Dallas,TX,"Dallas County",75204,US,Dallas,595,123,106971,42588,0,14,0,23,36,0.039,0,14,0,0,14,0,0,14,0,12,21,0.02,21,34,0.035,0,14,0,0,14,0,0,14,0,44,55,0.074,138,73,0.232,96,67,0.161,42,45,0.071,84,61,0.141,135,78,0.227,2021,48,48113,Dallas,4819000,001703,1000,1,481130017031000,48113001703,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
